fips,char_yrblt,char_beds,char_bldg_sf,char_ground_sf,char_second_sf,char_base_fin_sf,char_base_unfin_sf,char_stories,char_nbath,char_fbath,char_hbath,char_n_frpl,char_gar1_size,char_gar1_sf,char_bq_ordinal,char_land_sf,char_frontage_sf,char_depth_sf,char_air_cat,char_bsmt_cat,char_bsmt_fin_cat,char_ext_wall_cat,char_gar1_cat,char_floor_cat,char_bq_cat,char_heat_cat,char_roof_material_cat,char_style_cat,char_found_cat,char_fuel_typ_cat,char_sewer_cat,char_water_cat,char_elec_cat
1001,0.9322865554465162,0.0,0.9322865554465162,0.8920510304219823,0.15701668302257116,0.019627085377821395,0.010794896957801767,0.8851815505397449,0.0,0.0,0.0,0.4759568204121688,0.0,0.6526005888125613,1.0,0.9990186457311089,0.3356231599607458,0.3356231599607458,0.8518155053974484,0.03631010794896958,0.02453385672227674,0.8891069676153092,0.6526005888125613,0.02845927379784102,0.0,0.8645731108930323,0.888125613346418,0.0,0.8900883218842002,0.0,0.0,0.0,0.0
1003,0.9562271062271063,0.6882783882783883,0.9556776556776557,0.9556776556776557,0.21868131868131868,0.0,0.0,0.7043956043956044,0.1663003663003663,0.6921245421245421,0.1663003663003663,0.36904761904761907,0.0,0.09981684981684982,1.0,0.9818681318681318,0.7710622710622711,0.76996336996337,0.7128205128205128,0.0,0.0,0.745970695970696,0.09981684981684982,0.022161172161172162,0.8163003663003663,0.7212454212454212,0.7373626373626374,0.0,0.8148351648351648,0.0,0.0,0.0,0.863003663003663
1005,0.8983050847457628,0.0,0.847457627118644,0.8305084745762712,0.0,0.01694915254237288,0.0,0.847457627118644,0.0,0.0,0.0,0.3728813559322034,0.0,0.6101694915254238,1.0,1.0,0.7288135593220338,0.7288135593220338,0.6779661016949152,0.03389830508474576,0.01694915254237288,0.847457627118644,0.6271186440677966,0.1016949152542373,0.0,0.06779661016949153,0.8135593220338984,0.0,0.7966101694915254,0.0,0.0,0.0,0.0
1007,0.9392265193370166,0.0,0.8066298342541437,0.7900552486187845,0.0,0.016574585635359115,0.011049723756906077,0.7900552486187845,0.0,0.0,0.0,0.3370165745856354,0.0,0.5524861878453039,1.0,1.0,0.7513812154696132,0.7513812154696132,0.585635359116022,0.1878453038674033,0.016574585635359115,0.7900552486187845,0.5524861878453039,0.09392265193370165,0.0,0.7458563535911602,0.7790055248618785,0.0,0.2154696132596685,0.2983425414364641,0.08839779005524862,0.49171270718232046,0.6077348066298343
1009,0.9126582278481012,0.010126582278481013,0.9151898734177215,0.9151898734177215,0.2,0.0,0.0,0.6835443037974683,0.0,0.0,0.0,0.36455696202531646,0.0,0.20506329113924052,1.0,1.0,0.060759493670886074,0.060759493670886074,0.6911392405063291,0.0,0.0,0.8379746835443038,0.21265822784810126,0.020253164556962026,0.0,0.7582278481012659,0.7708860759493671,0.0,0.859493670886076,0.0,0.0,0.0,0.9050632911392406
1011,0.7857142857142857,0.0,0.7857142857142857,0.7857142857142857,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.35714285714285715,1.0,1.0,0.6428571428571429,0.6428571428571429,0.5,0.0,0.0,0.7857142857142857,0.35714285714285715,0.0,0.0,0.5714285714285714,0.7142857142857143,0.0,0.35714285714285715,0.0,0.0,0.0,0.0
1013,0.47619047619047616,0.0,0.7619047619047619,0.7619047619047619,0.09523809523809523,0.0,0.0,0.6666666666666666,0.047619047619047616,0.23809523809523808,0.047619047619047616,0.23809523809523808,0.0,0.09523809523809523,1.0,1.0,0.5714285714285714,0.5714285714285714,0.5238095238095238,0.0,0.0,0.6190476190476191,0.09523809523809523,0.0,0.0,0.5238095238095238,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.8571428571428571
1015,0.911778962675715,0.03538536112457586,0.9142026175472613,0.911778962675715,0.21182743577314592,0.0,0.0,0.7527872031022782,0.13427047988366456,0.5477460009694619,0.13427047988366456,0.45225399903053803,0.0,0.15026660203587008,1.0,1.0,0.49103247697527874,0.49103247697527874,0.7547261269995152,0.0,0.0,0.8749394086282113,0.1512360639844886,0.009209888511875909,0.0,0.06398448860882211,0.7203102278235579,0.0,0.8928744546776539,0.0,0.0,0.0,0.6999515269025691
1017,0.9177820267686424,0.0,0.9388145315487572,0.8413001912045889,0.0,0.0,0.0,0.8413001912045889,0.0,0.0,0.0,0.30019120458891013,0.0,0.4225621414913958,1.0,1.0,0.7284894837476099,0.7284894837476099,0.5430210325047801,0.0,0.0,0.8413001912045889,0.4225621414913958,0.04780114722753346,0.0,0.6826003824091779,0.8393881453154876,0.0,0.8413001912045889,0.0,0.0,0.0,0.0
1019,0.9375,0.0,0.8467741935483871,0.8467741935483871,0.0,0.0,0.0,0.7540322580645161,0.0,0.0,0.0,0.20967741935483872,0.0,0.2600806451612903,1.0,1.0,0.0,0.0,0.0,0.14516129032258066,0.0,0.7540322580645161,0.36088709677419356,0.024193548387096774,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
1021,0.9280245022970903,0.0015313935681470138,0.9448698315467075,0.9448698315467075,0.15313935681470137,0.0,0.0,0.8101071975497703,0.0,0.0,0.0,0.38284839203675347,0.0,0.4349157733537519,1.0,1.0,0.45176110260336905,0.45176110260336905,0.7718223583460949,0.11485451761102604,0.0,0.8208269525267994,0.5375191424196019,0.010719754977029096,0.021439509954058193,0.774885145482389,0.8346094946401225,0.0,0.8315467075038285,0.0,0.0,0.0,0.8392036753445635
1027,0.95,0.0,0.95,0.95,0.21428571428571427,0.007142857142857143,0.0,0.7714285714285715,0.09285714285714286,0.4857142857142857,0.09285714285714286,0.2714285714285714,0.0,0.5142857142857142,1.0,1.0,0.2357142857142857,0.2357142857142857,0.5285714285714286,0.12142857142857143,0.007142857142857143,0.8642857142857143,0.5142857142857142,0.02142857142857143,0.0,0.1,0.8571428571428571,0.0,0.9357142857142857,0.0,0.0,0.0,0.95
1031,0.872216844143272,0.0,0.872216844143272,0.872216844143272,0.0,0.0,0.0,0.8363988383349468,0.08131655372700872,0.43852855759922554,0.08131655372700872,0.31364956437560504,0.0,0.6553727008712488,1.0,1.0,0.012584704743465635,0.012584704743465635,0.0,0.031945788964181994,0.0,0.8354307841239109,0.6660212971926428,0.02904162633107454,0.0,0.3978702807357212,0.8257502420135527,0.0,0.6844143272023233,0.0,0.0,0.0,0.2952565343659245
1037,0.79,0.0,0.7,0.695,0.0,0.025,0.045,0.695,0.08,0.365,0.08,0.39,0.0,0.395,1.0,1.0,0.24,0.24,0.365,0.13,0.025,0.685,0.395,0.035,0.78,0.505,0.67,0.0,0.125,0.0,0.005,0.025,0.58
1039,0.9343936381709742,0.0,0.9343936381709742,0.8628230616302187,0.0,0.0,0.0,0.8648111332007953,0.0,0.0,0.0,0.3320079522862823,0.0,0.5904572564612326,1.0,1.0,0.49502982107355864,0.49502982107355864,0.6858846918489065,0.04970178926441352,0.0,0.8449304174950298,0.5904572564612326,0.1411530815109344,0.0,0.041749502982107355,0.8667992047713717,0.0,0.7375745526838966,0.0,0.0,0.0,0.0
1043,0.9015194147439505,0.15756893640967923,0.7720877884074282,0.7675858187957231,0.15813168261114238,0.0,0.0,0.8283624085537422,0.09285312324141812,0.518289251547552,0.09285312324141812,0.23579065841305571,0.0,0.13505908835115363,1.0,0.9442881260551491,0.06921778277996624,0.06921778277996624,0.7141249296567248,0.0,0.0,0.8176702307259426,0.1373100731570062,0.018570624648283626,0.0,0.8120427687113112,0.8300506471581317,0.0,0.8930782217220034,0.0,0.0,0.0,0.7934721440630276
1045,0.9346733668341709,0.0,0.9296482412060302,0.897822445561139,0.0,0.0,0.0,0.864321608040201,0.0,0.0,0.0,0.34673366834170855,0.0,0.035175879396984924,1.0,1.0,0.8190954773869347,0.8190954773869347,0.8224455611390284,0.0,0.0,0.9011725293132329,0.08375209380234507,0.11055276381909548,0.0,0.031825795644891124,0.8911222780569514,0.0,0.8994974874371859,0.0,0.0,0.0,0.0
1047,0.9704142011834319,0.0,0.9230769230769231,0.9230769230769231,0.0,0.008875739644970414,0.0029585798816568047,0.9230769230769231,0.0,0.0,0.0,0.33136094674556216,0.0,0.4911242603550296,1.0,1.0,0.7633136094674556,0.7633136094674556,0.5769230769230769,0.023668639053254437,0.008875739644970414,0.9230769230769231,0.4940828402366864,0.05621301775147929,0.0,0.15976331360946747,0.9230769230769231,0.0,0.27514792899408286,0.17455621301775148,0.1804733727810651,0.1863905325443787,0.0
1049,0.9320083682008368,0.0020920502092050207,0.8451882845188284,0.8451882845188284,0.1684100418410042,0.0,0.0,0.7677824267782427,0.06485355648535565,0.3723849372384937,0.06485355648535565,0.19665271966527198,0.0,0.12343096234309624,1.0,1.0,0.19246861924686193,0.19246861924686193,0.5993723849372385,0.0,0.0,0.8451882845188284,0.12343096234309624,0.011506276150627616,0.0,0.8284518828451883,0.8451882845188284,0.0,0.8462343096234309,0.0,0.0,0.0,0.8713389121338913
1051,0.9453947368421053,0.0,0.9230263157894737,0.9223684210526316,0.0,0.046052631578947366,0.03355263157894737,0.7644736842105263,0.07697368421052632,0.6078947368421053,0.07697368421052632,0.6138157894736842,0.0,0.5835526315789473,1.0,0.9993421052631579,0.1723684210526316,0.1723684210526316,0.8013157894736842,0.07302631578947369,0.046052631578947366,0.8901315789473684,0.5835526315789473,0.015131578947368421,0.0,0.8375,0.8085526315789474,0.0,0.9052631578947369,0.9131578947368421,0.9131578947368421,0.9131578947368421,0.5447368421052632
1053,0.9354838709677419,0.3548387096774194,0.9354838709677419,0.9354838709677419,0.25806451612903225,0.0,0.0,0.9354838709677419,0.0967741935483871,0.7096774193548387,0.0967741935483871,0.3225806451612903,0.0,0.22580645161290322,1.0,1.0,0.4838709677419355,0.4838709677419355,0.6451612903225806,0.0,0.0,0.9354838709677419,0.22580645161290322,0.06451612903225806,0.0,0.6451612903225806,0.6451612903225806,0.0,0.8387096774193549,0.0,0.0,0.0,0.9032258064516129
1057,0.8869565217391304,0.0,0.8869565217391304,0.7782608695652173,0.0,0.043478260869565216,0.1,0.7782608695652173,0.0,0.0,0.0,0.33043478260869563,0.0,0.5521739130434783,1.0,1.0,0.3,0.3,0.6217391304347826,0.1391304347826087,0.043478260869565216,0.7782608695652173,0.5521739130434783,0.6173913043478261,0.0,0.07391304347826087,0.5130434782608696,0.0,0.40869565217391307,0.0,0.0,0.0,0.017391304347826087
